Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_to_Net_Ratio	Slice_LUTs	LUTs_as_Memory	LUTs_as_Logic	RegsFF	RegsLatch	ABC_Delay	ABC_Area
0	&scorr;&sweep;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	22.280	7.545(34%)	14.735(66%)	34	13118	85	13033	4511	1680	3082	  12678
1	&scorr;&sweep;&if -W 300 -x -K 6;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	19.246	6.825(36%)	12.421(64%)	36	13507	85	13422	4511	1680	3085	  13122
2	&scorr;&sweep;&b;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.781	6.970(36%)	12.811(64%)	36	12915	85	12830	4511	1680	3084	  12507
3	&scorr;&sweep;&b -d;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;										1843	  17697
4	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.100	6.846(36%)	12.254(64%)	36	12889	85	12804	4511	1680	3084	  12391
5	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.074	7.225(35%)	13.849(65%)	35	12828	85	12743	4511	1680	3082	  12303
6	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.375	7.215(34%)	14.160(66%)	34	12875	85	12790	4511	1680	3084	  12381
7	&scorr;&sweep;&synch2;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.115	7.225(35%)	13.890(65%)	35	12605	85	12520	4511	1680	3083	  12191
8	&scorr;&sweep;&dch;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.190	6.605(37%)	11.585(63%)	37	12732	85	12647	4511	1680	3084	  12164
9	&scorr;&sweep;&dch -f;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.105	6.598(37%)	11.507(63%)	37	12759	85	12674	4511	1680	3083	  12183
10	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.052	6.580(35%)	12.472(65%)	35	12925	85	12840	4511	1680	2883	  12301
11	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.962	6.722(36%)	12.240(64%)	36	12966	85	12881	4511	1680	3083	  12610
12	&scorr;&sweep;&if -W 300 -g -K 6;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	19.409	7.049(37%)	12.360(63%)	37	13640	85	13555	4511	1680	3085	  13247
13	&scorr;&sweep;&dc2;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.657	6.704(36%)	11.953(64%)	36	13094	85	13009	4511	1680	3084	  12539
14	&scorr;&sweep;&syn2;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.087	7.466(34%)	14.621(66%)	34	12853	85	12768	4511	1680	3083	  12415
15	&scorr;&sweep;&syn3;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.908	7.473(35%)	14.435(65%)	35	12751	85	12666	4511	1680	3083	  12320
16	&scorr;&sweep;&syn4;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.340	7.473(34%)	14.867(66%)	34	13474	85	13389	4511	1680	3085	  12932
17	&scorr;&sweep;&b;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.545	7.342(35%)	14.203(65%)	35	13183	85	13098	4511	1680	3084	  12729
18	&scorr;&sweep;&b -d;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.157	6.587(37%)	11.570(63%)	37	13504	85	13419	4511	1680	3084	  13052
19	&scorr;&sweep;&if -W 300 -x -K 6;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.986	6.704(36%)	12.282(64%)	36	13257	85	13172	4511	1680	3084	  12743
20	&scorr;&sweep;&if -W 300 -g -K 6;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.811	6.711(36%)	12.100(64%)	36	13223	85	13138	4511	1680	3085	  12737
21	&scorr;&sweep;&if -W 300 -y -K 6;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.185	6.846(36%)	12.339(64%)	36	13310	85	13225	4511	1680	3084	  12756
22	&scorr;&sweep;&synch2;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.809	7.421(35%)	14.388(65%)	35	12953	85	12868	4511	1680	3084	  12526
23	&scorr;&sweep;&if -W 300 -y -K 6;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	18.605	6.722(37%)	11.883(63%)	37	13546	85	13461	4511	1680	3084	  13022
24	&scorr;&sweep;&dch;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.329	6.835(36%)	12.494(64%)	36	12983	85	12898	4511	1680	3084	  12431
25	&scorr;&sweep;&dch -f;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.148	6.587(37%)	11.561(63%)	37	13060	85	12975	4511	1680	3084	  12505
26	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.044	7.435(42%)	10.609(58%)	42	13038	85	12953	4511	1680	2883	  12425
27	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dc2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.724	6.970(36%)	12.754(64%)	36	12991	85	12906	4511	1680	3084	  12452
28	&scorr;&sweep;&dc2;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.120	6.952(35%)	13.168(65%)	35	12932	85	12847	4511	1680	3083	  12394
29	&scorr;&sweep;&syn2;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.581	7.342(35%)	14.239(65%)	35	12773	85	12688	4511	1680	3082	  12333
30	&scorr;&sweep;&syn3;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.810	7.141(33%)	14.669(67%)	33	12710	85	12625	4511	1680	3082	  12280
31	&scorr;&sweep;&syn4;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.275	7.349(35%)	13.926(65%)	35	12842	85	12757	4511	1680	3084	  12322
32	&scorr;&sweep;&b;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.981	7.218(35%)	13.763(65%)	35	12788	85	12703	4511	1680	3082	  12394
33	&scorr;&sweep;&b -d;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.804	7.091(35%)	13.713(65%)	35	12901	85	12816	4511	1680	3082	  12468
34	&scorr;&sweep;&synch2;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	18.681	6.463(35%)	12.218(65%)	35	13179	85	13094	4511	1680	3386	  12793
35	&scorr;&sweep;&if -W 300 -x -K 6;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.165	6.970(35%)	13.195(65%)	35	12987	85	12902	4511	1680	3083	  12507
36	&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.848	6.970(36%)	12.878(64%)	36	12973	85	12888	4511	1680	3083	  12482
37	&scorr;&sweep;&if -W 300 -y -K 6;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.738	6.970(36%)	12.768(64%)	36	12929	85	12844	4511	1680	3083	  12497
38	&scorr;&sweep;&synch2;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.403	6.952(35%)	13.451(65%)	35	12879	85	12794	4511	1680	3084	  12432
39	&scorr;&sweep;&dch;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.619	6.959(36%)	12.660(64%)	36	12811	85	12726	4511	1680	3084	  12256
40	&scorr;&sweep;&dch -f;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.828	6.521(35%)	12.307(65%)	35	12886	85	12801	4511	1680	3084	  12324
41	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.854	6.952(34%)	13.902(66%)	34	12673	85	12588	4511	1680	2884	  12034
42	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.929	6.970(35%)	12.959(65%)	35	12707	85	12622	4511	1680	3083	  12240
43	&scorr;&sweep;&dc2;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.488	6.397(35%)	12.091(65%)	35	12956	85	12871	4511	1680	3085	  12405
44	&scorr;&sweep;&syn2;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	23.886	7.838(33%)	16.048(67%)	33	12724	85	12639	4511	1680	3082	  12305
45	&scorr;&sweep;&dch;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	23.891	8.125(35%)	15.766(65%)	35	13152	85	13067	4511	1680	3628	  12619
46	&scorr;&sweep;&syn3;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.138	7.466(34%)	14.672(66%)	34	12665	85	12580	4511	1680	3084	  12205
47	&scorr;&sweep;&syn4;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.741	7.590(34%)	15.151(66%)	34	12819	85	12734	4511	1680	3083	  12281
48	&scorr;&sweep;&b;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.150	7.466(34%)	14.684(66%)	34	12748	85	12663	4511	1680	3082	  12316
49	&scorr;&sweep;&b -d;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.121	7.466(34%)	14.655(66%)	34	12784	85	12699	4511	1680	3082	  12336
50	&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.364	7.094(35%)	13.270(65%)	35	12981	85	12896	4511	1680	3084	  12462
51	&scorr;&sweep;&if -W 300 -g -K 6;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.327	6.934(35%)	13.393(65%)	35	12959	85	12874	4511	1680	3083	  12470
52	&scorr;&sweep;&if -W 300 -y -K 6;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.321	7.094(35%)	13.227(65%)	35	12845	85	12760	4511	1680	3084	  12354
53	&scorr;&sweep;&synch2;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.038	7.297(35%)	13.741(65%)	35	12875	85	12790	4511	1680	3084	  12432
54	&scorr;&sweep;&dch;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.714	6.810(35%)	12.904(65%)	35	12875	85	12790	4511	1680	3084	  12323
55	&scorr;&sweep;&dch -f;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.497	6.977(36%)	12.520(64%)	36	12864	85	12779	4511	1680	3083	  12301
56	&scorr;&sweep;&dch -f;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	22.638	7.552(34%)	15.086(66%)	34	13182	85	13097	4511	1680	3628	  12653
57	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.416	6.959(35%)	13.457(65%)	35	12656	85	12571	4511	1680	2884	  12017
58	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&syn3;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.192	6.970(35%)	13.222(65%)	35	12608	85	12523	4511	1680	3083	  12162
59	&scorr;&sweep;&dc2;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.012	6.769(34%)	13.243(66%)	34	12946	85	12861	4511	1680	3085	  12396
60	&scorr;&sweep;&syn2;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.162	7.466(34%)	14.696(66%)	34	12956	85	12871	4511	1680	3082	  12513
61	&scorr;&sweep;&syn3;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.157	7.466(34%)	14.691(66%)	34	12882	85	12797	4511	1680	3083	  12413
62	&scorr;&sweep;&syn4;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.154	7.466(34%)	14.688(66%)	34	13016	85	12931	4511	1680	3084	  12446
63	&scorr;&sweep;&b;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.680	7.590(34%)	15.090(66%)	34	12974	85	12889	4511	1680	3084	  12434
64	&scorr;&sweep;&b -d;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.554	7.342(35%)	14.212(65%)	35	13033	85	12948	4511	1680	3083	  12491
65	&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.656	7.173(35%)	13.483(65%)	35	12979	85	12894	4511	1680	3083	  12443
66	&scorr;&sweep;&if -W 300 -g -K 6;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.372	7.218(34%)	14.154(66%)	34	12827	85	12742	4511	1680	3084	  12393
67	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	19.063	6.722(36%)	12.341(64%)	36	13362	85	13277	4511	1680	3187	  12785
68	&scorr;&sweep;&if -W 300 -y -K 6;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.396	7.180(36%)	13.216(64%)	36	12877	85	12792	4511	1680	3084	  12371
69	&scorr;&sweep;&synch2;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.781	7.669(34%)	15.112(66%)	34	12987	85	12902	4511	1680	3084	  12552
70	&scorr;&sweep;&dch;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.615	6.893(34%)	13.722(66%)	34	12931	85	12846	4511	1680	3084	  12354
71	&scorr;&sweep;&dch -f;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.166	6.803(34%)	13.363(66%)	34	12972	85	12887	4511	1680	3084	  12396
72	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.041	7.076(34%)	13.965(66%)	34	12826	85	12741	4511	1680	2884	  12193
73	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&syn4;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.393	7.545(34%)	14.848(66%)	34	13049	85	12964	4511	1680	3083	  12602
74	&scorr;&sweep;&dc2;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.591	6.645(34%)	12.946(66%)	34	13046	85	12961	4511	1680	3084	  12493
75	&scorr;&sweep;&syn2;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.179	7.094(34%)	14.085(66%)	34	12800	85	12715	4511	1680	3082	  12388
76	&scorr;&sweep;&syn3;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.505	7.342(35%)	14.163(65%)	35	12740	85	12655	4511	1680	3082	  12311
77	&scorr;&sweep;&syn4;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.949	7.218(35%)	13.731(65%)	35	12977	85	12892	4511	1680	3084	  12461
78	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	20.341	7.094(35%)	13.247(65%)	35	13423	85	13338	4511	1680	3389	  12942
79	&scorr;&sweep;&b;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.551	7.094(35%)	13.457(65%)	35	13074	85	12989	4511	1680	3083	  12705
80	&scorr;&sweep;&b -d;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.639	6.397(35%)	12.242(65%)	35	13177	85	13092	4511	1680	3083	  12792
81	&scorr;&sweep;&if -W 300 -x -K 6;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.479	6.977(36%)	12.502(64%)	36	13110	85	13025	4511	1680	3083	  12626
82	&scorr;&sweep;&if -W 300 -g -K 6;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.256	6.711(35%)	12.545(65%)	35	13124	85	13039	4511	1680	3083	  12687
83	&scorr;&sweep;&if -W 300 -y -K 6;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.720	6.828(35%)	12.892(65%)	35	13038	85	12953	4511	1680	3084	  12568
84	&scorr;&sweep;&synch2;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.500	6.925(36%)	12.575(64%)	36	13064	85	12979	4511	1680	3083	  12674
85	&scorr;&sweep;&dch;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.710	6.810(35%)	12.900(65%)	35	12895	85	12810	4511	1680	3085	  12346
86	&scorr;&sweep;&dch -f;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	22.994	7.676(34%)	15.318(66%)	34	12957	85	12872	4511	1680	3325	  12407
87	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.342	6.819(36%)	12.523(64%)	36	12708	85	12623	4511	1680	2884	  12081
88	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.392	6.704(35%)	12.688(65%)	35	12743	85	12658	4511	1680	3083	  12220
89	&scorr;&sweep;&dc2;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	23.567	7.800(34%)	15.767(66%)	34	13110	85	13025	4511	1680	3325	  12594
90	&scorr;&sweep;&dc2;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	23.566	7.800(34%)	15.766(66%)	34	13126	85	13041	4511	1680	3325	  12575
91	&scorr;&sweep;&syn2;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	21.056	7.225(35%)	13.831(65%)	35	12808	85	12723	4511	1680	3325	  12402
92	&scorr;&sweep;&syn3;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.952	7.218(35%)	13.734(65%)	35	12804	85	12719	4511	1680	3083	  12385
93	&scorr;&sweep;&syn4;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	23.299	7.714(34%)	15.585(66%)	34	13068	85	12983	4511	1680	3084	  12550
94	&scorr;&sweep;&b;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.893	6.853(35%)	13.040(65%)	35	13174	85	13089	4511	1680	3083	  12774
95	&scorr;&sweep;&b -d;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.968	6.722(36%)	12.246(64%)	36	13217	85	13132	4511	1680	3083	  12807
96	&scorr;&sweep;&if -W 300 -x -K 6;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.206	6.828(36%)	12.378(64%)	36	13169	85	13084	4511	1680	3083	  12727
97	&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.407	6.835(36%)	12.572(64%)	36	13173	85	13088	4511	1680	3083	  12740
98	&scorr;&sweep;&if -W 300 -y -K 6;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.553	6.722(37%)	11.831(63%)	37	13131	85	13046	4511	1680	3083	  12706
99	&scorr;&sweep;&synch2;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.004	7.049(36%)	12.955(64%)	36	13068	85	12983	4511	1680	3083	  12698
100	&scorr;&sweep;&syn2;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	20.658	6.970(34%)	13.688(66%)	34	12880	85	12795	4511	1680	3325	  12411
101	&scorr;&sweep;&dch;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.189	6.846(36%)	12.343(64%)	36	12919	85	12834	4511	1680	3084	  12370
102	&scorr;&sweep;&dch -f;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.059	6.521(35%)	12.538(65%)	35	13013	85	12928	4511	1680	3084	  12480
103	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.723	6.580(36%)	12.143(64%)	36	12817	85	12732	4511	1680	2883	  12196
104	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b -d;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.998	6.722(36%)	12.276(64%)	36	12868	85	12783	4511	1680	3084	  12382
105	&scorr;&sweep;&dc2;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.576	6.828(35%)	12.748(65%)	35	13069	85	12984	4511	1680	3084	  12526
106	&scorr;&sweep;&syn2;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.388	6.970(35%)	13.418(65%)	35	12937	85	12852	4511	1680	3082	  12495
107	&scorr;&sweep;&syn3;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.993	7.058(34%)	13.935(66%)	34	12795	85	12710	4511	1680	3082	  12375
108	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.703	7.225(35%)	13.478(65%)	35	13004	85	12919	4511	1680	3083	  12486
109	&scorr;&sweep;&b;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.634	6.959(36%)	12.675(64%)	36	13090	85	13005	4511	1680	3082	  12716
110	&scorr;&sweep;&b -d;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.525	6.562(36%)	11.963(64%)	36	13245	85	13160	4511	1680	3084	  12844
111	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	19.818	6.970(36%)	12.848(64%)	36	13287	85	13202	4511	1680	3084	  12805
112	&scorr;&sweep;&syn3;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	22.156	7.200(33%)	14.956(67%)	33	12851	85	12766	4511	1680	3325	  12364
113	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.619	6.580(36%)	12.039(64%)	36	13200	85	13115	4511	1680	3083	  12694
114	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.435	6.810(36%)	12.625(64%)	36	13219	85	13134	4511	1680	3083	  12705
115	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.845	6.846(37%)	11.999(63%)	37	13303	85	13218	4511	1680	3083	  12781
116	&scorr;&sweep;&synch2;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.929	7.218(35%)	13.711(65%)	35	12970	85	12885	4511	1680	3083	  12525
117	&scorr;&sweep;&dch;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.433	6.846(36%)	12.587(64%)	36	12941	85	12856	4511	1680	3084	  12367
118	&scorr;&sweep;&dch -f;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.140	6.686(35%)	12.454(65%)	35	12973	85	12888	4511	1680	3083	  12386
119	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.683	6.587(36%)	12.096(64%)	36	12867	85	12782	4511	1680	2883	  12249
120	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.742	6.970(36%)	12.772(64%)	36	12815	85	12730	4511	1680	3083	  12310
121	&scorr;&sweep;&dc2;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.561	6.835(35%)	12.726(65%)	35	13085	85	13000	4511	1680	3084	  12540
122	&scorr;&sweep;&syn2;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.905	6.977(36%)	12.928(64%)	36	12992	85	12907	4511	1680	3082	  12578
123	&scorr;&sweep;&syn4;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	22.098	7.466(34%)	14.632(66%)	34	13071	85	12986	4511	1680	3325	  12534
124	&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.420	7.094(35%)	13.326(65%)	35	12822	85	12737	4511	1680	3082	  12396
125	&scorr;&sweep;&syn4;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	20.957	7.218(35%)	13.739(65%)	35	12958	85	12873	4511	1680	3084	  12448
126	&scorr;&sweep;&b;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	19.831	6.970(36%)	12.861(64%)	36	13052	85	12967	4511	1680	3083	  12715
